"Test","Batch","Maquina","Usuario","Descripcion","Accion","Elemento","Valor","Tiempo (ms)","Tiempo (s)","Tiempo (min)","Estado","Error Type","Error Message","Origen Error","Archivo Origen"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","2334","2,33","0,039","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara enters '60' into Tiempo Monitoreo Sitio (Minutos)","Escribe","Tiempo Monitoreo Sitio (Minutos)","60","3027","3,03","0,05","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara clicks on Guardar Proveedor","Click/Selecciona","Guardar Proveedor","N/A","7568","7,57","0,126","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara click guardar en iframe","Click/Selecciona","guardar en iframe","N/A","13005","13,00","0,217","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","And transicionamos los estados del caso","Ejecuta","And transicionamos los estados del caso","N/A","181401","181,40","3,023","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Transicionar caso adaptativo: detecta ruta y ejecuta secuencia correcta","Otra","N/A","N/A","180104","180,10","3,002","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara click estado programado","Click/Selecciona","estado programado","N/A","26613","26,61","0,444","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara click estado aceptado desplazamiento","Click/Selecciona","estado aceptado desplazamiento","N/A","20227","20,23","0,337","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara click estado concluido","Click/Selecciona","estado concluido","N/A","23940","23,94","0,399","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Sara click estado finalizado","Click/Selecciona","estado finalizado","N/A","23052","23,05","0,384","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","And Se valida que quede en estado ""Abierto""","Ejecuta","And Se valida que quede en estado ""Abierto""","N/A","2951","2,95","0,049","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEPORTKSF56","david.villabona","Validar que el caso quede en estado 'Sara'","Otra","N/A","N/A","1723","1,72","0,029","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Given el actor tiene un navegador disponible","Ejecuta","Given el actor tiene un navegador disponible","N/A","3","0,00","0","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","When abre la pagina de casos","Ejecuta","When abre la pagina de casos","N/A","40336","40,34","0,672","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Abre la pagina de casos","Otra","N/A","N/A","38748","38,75","0,646","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","36644","36,64","0,611","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","And realiza login con credenciales","Ejecuta","And realiza login con credenciales","N/A","32388","32,39","0,54","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Login con Cognito usando credenciales","Ejecuta","Login con Cognito usando credenciales","N/A","31680","31,68","0,528","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","4537","4,54","0,076","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara enters 'pruebas37' into Campo de usuario de Cognito","Escribe","Campo de usuario de Cognito","pruebas37","2926","2,93","0,049","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara clicks on BotÃ³n siguiente de Cognito","Click/Selecciona","BotÃ³n siguiente de Cognito","N/A","4824","4,82","0,08","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara enters 'Jl1@E5sA3!' into Campo de contraseÃ±a de Cognito","Escribe","Campo de contraseÃ±a de Cognito","Jl1@E5sA3!","2078","2,08","0,035","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara clicks on BotÃ³n continuar de Cognito","Click/Selecciona","BotÃ³n continuar de Cognito","N/A","6167","6,17","0,103","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","And navega a agent","Ejecuta","And navega a agent","N/A","14447","14,45","0,241","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Navega a la pagina de agent","Otra","N/A","N/A","13830","13,83","0,23","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara opens the browser at https://asistenciaapp.kit.sura-konecta.com/agent","Abre","https://asistenciaapp.kit.sura-konecta.com/agent","N/A","8317","8,32","0,139","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| CUNDINAMARCA | ZIPAQUIRA | NO | NO | HOGARES | VIDRIERO |","Ejecuta","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| CUNDINAMARCA | ZIPAQUIRA | NO | NO | HOGARES | VIDRIERO |","N/A","180996","181,00","3,017","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Abrir Caso Express, seleccionar asistencia, entrar al iframe, habilitar y diligenciar en orden","Otra","N/A","N/A","180935","180,94","3,016","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara clicks on Boton Caso Express / Express Case","Click/Selecciona","Boton Caso Express / Express Case","N/A","2250","2,25","0,038","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara clicks on Formulario CreaciÃ³n de Casos (ASISTENCIA)","Click/Selecciona","Formulario CreaciÃ³n de Casos (ASISTENCIA)","N/A","14319","14,32","0,239","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","4364","4,36","0,073","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara fill caso express form in order","Completa","Sara fill caso express form in order","N/A","140870","140,87","2,348","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara enters 'Avenida Calle 42 # 10-16' into DirecciÃ³n servicio","Escribe","DirecciÃ³n servicio","Avenida Calle 42 # 10-16","6538","6,54","0,109","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara enters 'Avenida Carrera 26 # 20-13' into DirecciÃ³n del destino","Escribe","DirecciÃ³n del destino","Avenida Carrera 26 # 20-13","3476","3,48","0,058","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara enters 'Barrio El Campestre, Apt. 22' into Detalle direcciÃ³n destino","Escribe","Detalle direcciÃ³n destino","Barrio El Campestre, Apt. 22","4431","4,43","0,074","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara enters 'Barrio El Poblado, Torre C' into Detalle direcciÃ³n servicio","Escribe","Detalle direcciÃ³n servicio","Barrio El Poblado, Torre C","2141","2,14","0,036","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara enters 'Toyota' into Marca vehÃ­culo","Escribe","Marca vehÃ­culo","Toyota","2590","2,59","0,043","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara enters 'produccion' into UbicaciÃ³n servicio","Escribe","UbicaciÃ³n servicio","produccion","3737","3,74","0,062","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara enters 'OBS-916959964801080' into ObservaciÃ³n final del caso","Escribe","ObservaciÃ³n final del caso","OBS-916959964801080","2057","2,06","0,034","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara clicks on Guardar Formulario","Click/Selecciona","Guardar Formulario","N/A","3812","3,81","0,064","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","Ejecuta","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","N/A","103125","103,12","1,719","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Gestionar proveedor: abrir tab, crear, seleccionar nombre/respuesta y guardar","Otra","N/A","N/A","102306","102,31","1,705","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","976","0,98","0,016","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara enters '60' into Tiempo Monitoreo Sitio (Minutos)","Escribe","Tiempo Monitoreo Sitio (Minutos)","60","1685","1,68","0,028","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara clicks on Guardar Proveedor","Click/Selecciona","Guardar Proveedor","N/A","1826","1,83","0,03","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara click guardar en iframe","Click/Selecciona","guardar en iframe","N/A","13457","13,46","0,224","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","And transicionamos los estados del caso","Ejecuta","And transicionamos los estados del caso","N/A","146561","146,56","2,443","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Transicionar caso adaptativo: detecta ruta y ejecuta secuencia correcta","Otra","N/A","N/A","146498","146,50","2,442","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara click estado programado","Click/Selecciona","estado programado","N/A","21156","21,16","0,353","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara click estado aceptado desplazamiento","Click/Selecciona","estado aceptado desplazamiento","N/A","21857","21,86","0,364","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara click estado concluido","Click/Selecciona","estado concluido","N/A","11202","11,20","0,187","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Sara click estado finalizado","Click/Selecciona","estado finalizado","N/A","22778","22,78","0,38","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","And Se valida que quede en estado ""Abierto""","Ejecuta","And Se valida que quede en estado ""Abierto""","N/A","3280","3,28","0,055","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEPORTKSF56","david.villabona","Validar que el caso quede en estado 'Sara'","Otra","N/A","N/A","2605","2,60","0,043","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","COMEPORTKSF56","david.villabona","Given el actor tiene un navegador disponible","Ejecuta","Given el actor tiene un navegador disponible","N/A","3","0,00","0","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","COMEPORTKSF56","david.villabona","When abre la pagina de casos","Ejecuta","When abre la pagina de casos","N/A","47016","47,02","0,784","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","COMEPORTKSF56","david.villabona","Abre la pagina de casos","Otra","N/A","N/A","46963","46,96","0,783","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","COMEPORTKSF56","david.villabona","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","42784","42,78","0,713","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","COMEPORTKSF56","david.villabona","And realiza login con credenciales","Ejecuta","And realiza login con credenciales","N/A","56763","56,76","0,946","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","COMEPORTKSF56","david.villabona","Login con Cognito usando credenciales","Ejecuta","Login con Cognito usando credenciales","N/A","56237","56,24","0,937","SUCCESS","","","","step_details_20260619_142824.xlsx"
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","COMEPORTKSF56","david.villabona","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","7274","7,27","0,121","SUCCESS","","","","step_details_20260619_142824.xlsx"
